table,quarter,input_quarter,field,available_date,origin,strictly_before
cushion_inputs,2023Q3,2022Q3,actual_available_date,2022-11-01,2023-06-13,True
cushion_inputs,2023Q3,2022Q4,actual_available_date,2023-02-14,2023-06-13,True
cushion_inputs,2023Q3,2023Q1,actual_available_date,2023-05-09,2023-06-13,True
cushion_inputs,2023Q4,2021Q4,actual_available_date,2022-02-15,2023-09-13,True
cushion_inputs,2023Q4,2022Q1,actual_available_date,2022-05-03,2023-09-13,True
cushion_inputs,2023Q4,2022Q2,actual_available_date,2022-08-02,2023-09-13,True
cushion_inputs,2023Q4,2022Q3,actual_available_date,2022-11-01,2023-09-13,True
cushion_inputs,2023Q4,2022Q4,actual_available_date,2023-02-14,2023-09-13,True
cushion_inputs,2023Q4,2023Q1,actual_available_date,2023-05-09,2023-09-13,True
cushion_inputs,2023Q4,2023Q2,actual_available_date,2023-08-03,2023-09-13,True
cushion_inputs,2024Q1,2021Q4,actual_available_date,2022-02-15,2023-12-14,True
cushion_inputs,2024Q1,2022Q1,actual_available_date,2022-05-03,2023-12-14,True
cushion_inputs,2024Q1,2022Q2,actual_available_date,2022-08-02,2023-12-14,True
cushion_inputs,2024Q1,2022Q3,actual_available_date,2022-11-01,2023-12-14,True
cushion_inputs,2024Q1,2022Q4,actual_available_date,2023-02-14,2023-12-14,True
cushion_inputs,2024Q1,2023Q1,actual_available_date,2023-05-09,2023-12-14,True
cushion_inputs,2024Q1,2023Q2,actual_available_date,2023-08-03,2023-12-14,True
cushion_inputs,2024Q1,2023Q3,actual_available_date,2023-11-01,2023-12-14,True
cushion_inputs,2024Q2,2022Q1,actual_available_date,2022-05-03,2024-03-14,True
cushion_inputs,2024Q2,2022Q2,actual_available_date,2022-08-02,2024-03-14,True
cushion_inputs,2024Q2,2022Q3,actual_available_date,2022-11-01,2024-03-14,True
cushion_inputs,2024Q2,2022Q4,actual_available_date,2023-02-14,2024-03-14,True
cushion_inputs,2024Q2,2023Q1,actual_available_date,2023-05-09,2024-03-14,True
cushion_inputs,2024Q2,2023Q2,actual_available_date,2023-08-03,2024-03-14,True
cushion_inputs,2024Q2,2023Q3,actual_available_date,2023-11-01,2024-03-14,True
cushion_inputs,2024Q2,2023Q4,actual_available_date,2024-02-13,2024-03-14,True
cushion_inputs,2024Q3,2022Q2,actual_available_date,2022-08-02,2024-06-13,True
cushion_inputs,2024Q3,2022Q3,actual_available_date,2022-11-01,2024-06-13,True
cushion_inputs,2024Q3,2022Q4,actual_available_date,2023-02-14,2024-06-13,True
cushion_inputs,2024Q3,2023Q1,actual_available_date,2023-05-09,2024-06-13,True
cushion_inputs,2024Q3,2023Q2,actual_available_date,2023-08-03,2024-06-13,True
cushion_inputs,2024Q3,2023Q3,actual_available_date,2023-11-01,2024-06-13,True
cushion_inputs,2024Q3,2023Q4,actual_available_date,2024-02-13,2024-06-13,True
cushion_inputs,2024Q3,2024Q1,actual_available_date,2024-05-08,2024-06-13,True
cushion_inputs,2024Q4,2022Q3,actual_available_date,2022-11-01,2024-09-13,True
cushion_inputs,2024Q4,2022Q4,actual_available_date,2023-02-14,2024-09-13,True
cushion_inputs,2024Q4,2023Q1,actual_available_date,2023-05-09,2024-09-13,True
cushion_inputs,2024Q4,2023Q2,actual_available_date,2023-08-03,2024-09-13,True
cushion_inputs,2024Q4,2023Q3,actual_available_date,2023-11-01,2024-09-13,True
cushion_inputs,2024Q4,2023Q4,actual_available_date,2024-02-13,2024-09-13,True
cushion_inputs,2024Q4,2024Q1,actual_available_date,2024-05-08,2024-09-13,True
cushion_inputs,2024Q4,2024Q2,actual_available_date,2024-08-06,2024-09-13,True
cushion_inputs,2025Q1,2022Q4,actual_available_date,2023-02-14,2024-12-13,True
cushion_inputs,2025Q1,2023Q1,actual_available_date,2023-05-09,2024-12-13,True
cushion_inputs,2025Q1,2023Q2,actual_available_date,2023-08-03,2024-12-13,True
cushion_inputs,2025Q1,2023Q3,actual_available_date,2023-11-01,2024-12-13,True
cushion_inputs,2025Q1,2023Q4,actual_available_date,2024-02-13,2024-12-13,True
cushion_inputs,2025Q1,2024Q1,actual_available_date,2024-05-08,2024-12-13,True
cushion_inputs,2025Q1,2024Q2,actual_available_date,2024-08-06,2024-12-13,True
cushion_inputs,2025Q1,2024Q3,actual_available_date,2024-11-07,2024-12-13,True
cushion_inputs,2025Q2,2023Q1,actual_available_date,2023-05-09,2025-03-14,True
cushion_inputs,2025Q2,2023Q2,actual_available_date,2023-08-03,2025-03-14,True
cushion_inputs,2025Q2,2023Q3,actual_available_date,2023-11-01,2025-03-14,True
cushion_inputs,2025Q2,2023Q4,actual_available_date,2024-02-13,2025-03-14,True
cushion_inputs,2025Q2,2024Q1,actual_available_date,2024-05-08,2025-03-14,True
cushion_inputs,2025Q2,2024Q2,actual_available_date,2024-08-06,2025-03-14,True
cushion_inputs,2025Q2,2024Q3,actual_available_date,2024-11-07,2025-03-14,True
cushion_inputs,2025Q2,2024Q4,actual_available_date,2025-02-13,2025-03-14,True
cushion_inputs,2025Q3,2023Q2,actual_available_date,2023-08-03,2025-06-13,True
cushion_inputs,2025Q3,2023Q3,actual_available_date,2023-11-01,2025-06-13,True
cushion_inputs,2025Q3,2023Q4,actual_available_date,2024-02-13,2025-06-13,True
cushion_inputs,2025Q3,2024Q1,actual_available_date,2024-05-08,2025-06-13,True
cushion_inputs,2025Q3,2024Q2,actual_available_date,2024-08-06,2025-06-13,True
cushion_inputs,2025Q3,2024Q3,actual_available_date,2024-11-07,2025-06-13,True
cushion_inputs,2025Q3,2024Q4,actual_available_date,2025-02-13,2025-06-13,True
cushion_inputs,2025Q3,2025Q1,actual_available_date,2025-05-01,2025-06-13,True
cushion_inputs,2025Q4,2023Q3,actual_available_date,2023-11-01,2025-09-12,True
cushion_inputs,2025Q4,2023Q4,actual_available_date,2024-02-13,2025-09-12,True
cushion_inputs,2025Q4,2024Q1,actual_available_date,2024-05-08,2025-09-12,True
cushion_inputs,2025Q4,2024Q2,actual_available_date,2024-08-06,2025-09-12,True
cushion_inputs,2025Q4,2024Q3,actual_available_date,2024-11-07,2025-09-12,True
cushion_inputs,2025Q4,2024Q4,actual_available_date,2025-02-13,2025-09-12,True
cushion_inputs,2025Q4,2025Q1,actual_available_date,2025-05-01,2025-09-12,True
cushion_inputs,2025Q4,2025Q2,actual_available_date,2025-08-06,2025-09-12,True
cushion_inputs,2026Q1,2023Q4,actual_available_date,2024-02-13,2025-12-12,True
cushion_inputs,2026Q1,2024Q1,actual_available_date,2024-05-08,2025-12-12,True
cushion_inputs,2026Q1,2024Q2,actual_available_date,2024-08-06,2025-12-12,True
cushion_inputs,2026Q1,2024Q3,actual_available_date,2024-11-07,2025-12-12,True
cushion_inputs,2026Q1,2024Q4,actual_available_date,2025-02-13,2025-12-12,True
cushion_inputs,2026Q1,2025Q1,actual_available_date,2025-05-01,2025-12-12,True
cushion_inputs,2026Q1,2025Q2,actual_available_date,2025-08-06,2025-12-12,True
cushion_inputs,2026Q1,2025Q3,actual_available_date,2025-11-06,2025-12-12,True
cushion_inputs,2026Q2,2024Q1,actual_available_date,2024-05-08,2026-03-13,True
cushion_inputs,2026Q2,2024Q2,actual_available_date,2024-08-06,2026-03-13,True
cushion_inputs,2026Q2,2024Q3,actual_available_date,2024-11-07,2026-03-13,True
cushion_inputs,2026Q2,2024Q4,actual_available_date,2025-02-13,2026-03-13,True
cushion_inputs,2026Q2,2025Q1,actual_available_date,2025-05-01,2026-03-13,True
cushion_inputs,2026Q2,2025Q2,actual_available_date,2025-08-06,2026-03-13,True
cushion_inputs,2026Q2,2025Q3,actual_available_date,2025-11-06,2026-03-13,True
cushion_inputs,2026Q2,2025Q4,actual_available_date,2026-02-12,2026-03-13,True
cushion_inputs,2026Q3,2024Q2,actual_available_date,2024-08-06,2026-06-12,True
cushion_inputs,2026Q3,2024Q3,actual_available_date,2024-11-07,2026-06-12,True
cushion_inputs,2026Q3,2024Q4,actual_available_date,2025-02-13,2026-06-12,True
cushion_inputs,2026Q3,2025Q1,actual_available_date,2025-05-01,2026-06-12,True
cushion_inputs,2026Q3,2025Q2,actual_available_date,2025-08-06,2026-06-12,True
cushion_inputs,2026Q3,2025Q3,actual_available_date,2025-11-06,2026-06-12,True
cushion_inputs,2026Q3,2025Q4,actual_available_date,2026-02-12,2026-06-12,True
cushion_inputs,2026Q3,2026Q1,actual_available_date,2026-05-07,2026-06-12,True
cushion_inputs,2026Q4,2024Q3,actual_available_date,2024-11-07,2026-09-11,True
cushion_inputs,2026Q4,2024Q4,actual_available_date,2025-02-13,2026-09-11,True
cushion_inputs,2026Q4,2025Q1,actual_available_date,2025-05-01,2026-09-11,True
cushion_inputs,2026Q4,2025Q2,actual_available_date,2025-08-06,2026-09-11,True
cushion_inputs,2026Q4,2025Q3,actual_available_date,2025-11-06,2026-09-11,True
cushion_inputs,2026Q4,2025Q4,actual_available_date,2026-02-12,2026-09-11,True
cushion_inputs,2026Q4,2026Q1,actual_available_date,2026-05-07,2026-09-11,True
cushion_inputs,2026Q4,2026Q2,actual_available_date,2026-08-06,2026-09-11,True
lambda_training,2023Q2,2022Q2,revenue_available_date,2022-08-02,2023-03-14,True
lambda_training,2023Q2,2022Q2,gbv1_available_date,2022-05-03,2023-03-14,True
lambda_training,2023Q2,2022Q2,gbv2_available_date,2022-02-15,2023-03-14,True
lambda_training,2023Q4,2022Q4,revenue_available_date,2023-02-14,2023-09-13,True
lambda_training,2023Q4,2022Q4,gbv1_available_date,2022-11-01,2023-09-13,True
lambda_training,2023Q4,2022Q4,gbv2_available_date,2022-08-02,2023-09-13,True
lambda_training,2024Q1,2023Q1,revenue_available_date,2023-05-09,2023-12-14,True
lambda_training,2024Q1,2023Q1,gbv1_available_date,2023-02-14,2023-12-14,True
lambda_training,2024Q1,2023Q1,gbv2_available_date,2022-11-01,2023-12-14,True
lambda_training,2024Q2,2022Q2,revenue_available_date,2022-08-02,2024-03-14,True
lambda_training,2024Q2,2022Q2,gbv1_available_date,2022-05-03,2024-03-14,True
lambda_training,2024Q2,2022Q2,gbv2_available_date,2022-02-15,2024-03-14,True
lambda_training,2024Q2,2023Q2,revenue_available_date,2023-08-03,2024-03-14,True
lambda_training,2024Q2,2023Q2,gbv1_available_date,2023-05-09,2024-03-14,True
lambda_training,2024Q2,2023Q2,gbv2_available_date,2023-02-14,2024-03-14,True
lambda_training,2024Q3,2023Q3,revenue_available_date,2023-11-01,2024-06-13,True
lambda_training,2024Q3,2023Q3,gbv1_available_date,2023-08-03,2024-06-13,True
lambda_training,2024Q3,2023Q3,gbv2_available_date,2023-05-09,2024-06-13,True
lambda_training,2024Q4,2022Q4,revenue_available_date,2023-02-14,2024-09-13,True
lambda_training,2024Q4,2022Q4,gbv1_available_date,2022-11-01,2024-09-13,True
lambda_training,2024Q4,2022Q4,gbv2_available_date,2022-08-02,2024-09-13,True
lambda_training,2024Q4,2023Q4,revenue_available_date,2024-02-13,2024-09-13,True
lambda_training,2024Q4,2023Q4,gbv1_available_date,2023-11-01,2024-09-13,True
lambda_training,2024Q4,2023Q4,gbv2_available_date,2023-08-03,2024-09-13,True
lambda_training,2025Q1,2023Q1,revenue_available_date,2023-05-09,2024-12-13,True
lambda_training,2025Q1,2023Q1,gbv1_available_date,2023-02-14,2024-12-13,True
lambda_training,2025Q1,2023Q1,gbv2_available_date,2022-11-01,2024-12-13,True
lambda_training,2025Q1,2024Q1,revenue_available_date,2024-05-08,2024-12-13,True
lambda_training,2025Q1,2024Q1,gbv1_available_date,2024-02-13,2024-12-13,True
lambda_training,2025Q1,2024Q1,gbv2_available_date,2023-11-01,2024-12-13,True
lambda_training,2025Q2,2022Q2,revenue_available_date,2022-08-02,2025-03-14,True
lambda_training,2025Q2,2022Q2,gbv1_available_date,2022-05-03,2025-03-14,True
lambda_training,2025Q2,2022Q2,gbv2_available_date,2022-02-15,2025-03-14,True
lambda_training,2025Q2,2023Q2,revenue_available_date,2023-08-03,2025-03-14,True
lambda_training,2025Q2,2023Q2,gbv1_available_date,2023-05-09,2025-03-14,True
lambda_training,2025Q2,2023Q2,gbv2_available_date,2023-02-14,2025-03-14,True
lambda_training,2025Q2,2024Q2,revenue_available_date,2024-08-06,2025-03-14,True
lambda_training,2025Q2,2024Q2,gbv1_available_date,2024-05-08,2025-03-14,True
lambda_training,2025Q2,2024Q2,gbv2_available_date,2024-02-13,2025-03-14,True
lambda_training,2025Q3,2023Q3,revenue_available_date,2023-11-01,2025-06-13,True
lambda_training,2025Q3,2023Q3,gbv1_available_date,2023-08-03,2025-06-13,True
lambda_training,2025Q3,2023Q3,gbv2_available_date,2023-05-09,2025-06-13,True
lambda_training,2025Q3,2024Q3,revenue_available_date,2024-11-07,2025-06-13,True
lambda_training,2025Q3,2024Q3,gbv1_available_date,2024-08-06,2025-06-13,True
lambda_training,2025Q3,2024Q3,gbv2_available_date,2024-05-08,2025-06-13,True
lambda_training,2025Q4,2022Q4,revenue_available_date,2023-02-14,2025-09-12,True
lambda_training,2025Q4,2022Q4,gbv1_available_date,2022-11-01,2025-09-12,True
lambda_training,2025Q4,2022Q4,gbv2_available_date,2022-08-02,2025-09-12,True
lambda_training,2025Q4,2023Q4,revenue_available_date,2024-02-13,2025-09-12,True
lambda_training,2025Q4,2023Q4,gbv1_available_date,2023-11-01,2025-09-12,True
lambda_training,2025Q4,2023Q4,gbv2_available_date,2023-08-03,2025-09-12,True
lambda_training,2025Q4,2024Q4,revenue_available_date,2025-02-13,2025-09-12,True
lambda_training,2025Q4,2024Q4,gbv1_available_date,2024-11-07,2025-09-12,True
lambda_training,2025Q4,2024Q4,gbv2_available_date,2024-08-06,2025-09-12,True
lambda_training,2026Q1,2023Q1,revenue_available_date,2023-05-09,2025-12-12,True
lambda_training,2026Q1,2023Q1,gbv1_available_date,2023-02-14,2025-12-12,True
lambda_training,2026Q1,2023Q1,gbv2_available_date,2022-11-01,2025-12-12,True
lambda_training,2026Q1,2024Q1,revenue_available_date,2024-05-08,2025-12-12,True
lambda_training,2026Q1,2024Q1,gbv1_available_date,2024-02-13,2025-12-12,True
lambda_training,2026Q1,2024Q1,gbv2_available_date,2023-11-01,2025-12-12,True
lambda_training,2026Q1,2025Q1,revenue_available_date,2025-05-01,2025-12-12,True
lambda_training,2026Q1,2025Q1,gbv1_available_date,2025-02-13,2025-12-12,True
lambda_training,2026Q1,2025Q1,gbv2_available_date,2024-11-07,2025-12-12,True
lambda_training,2026Q2,2022Q2,revenue_available_date,2022-08-02,2026-03-13,True
lambda_training,2026Q2,2022Q2,gbv1_available_date,2022-05-03,2026-03-13,True
lambda_training,2026Q2,2022Q2,gbv2_available_date,2022-02-15,2026-03-13,True
lambda_training,2026Q2,2023Q2,revenue_available_date,2023-08-03,2026-03-13,True
lambda_training,2026Q2,2023Q2,gbv1_available_date,2023-05-09,2026-03-13,True
lambda_training,2026Q2,2023Q2,gbv2_available_date,2023-02-14,2026-03-13,True
lambda_training,2026Q2,2024Q2,revenue_available_date,2024-08-06,2026-03-13,True
lambda_training,2026Q2,2024Q2,gbv1_available_date,2024-05-08,2026-03-13,True
lambda_training,2026Q2,2024Q2,gbv2_available_date,2024-02-13,2026-03-13,True
lambda_training,2026Q2,2025Q2,revenue_available_date,2025-08-06,2026-03-13,True
lambda_training,2026Q2,2025Q2,gbv1_available_date,2025-05-01,2026-03-13,True
lambda_training,2026Q2,2025Q2,gbv2_available_date,2025-02-13,2026-03-13,True
lambda_training,2026Q3,2023Q3,revenue_available_date,2023-11-01,2026-06-12,True
lambda_training,2026Q3,2023Q3,gbv1_available_date,2023-08-03,2026-06-12,True
lambda_training,2026Q3,2023Q3,gbv2_available_date,2023-05-09,2026-06-12,True
lambda_training,2026Q3,2024Q3,revenue_available_date,2024-11-07,2026-06-12,True
lambda_training,2026Q3,2024Q3,gbv1_available_date,2024-08-06,2026-06-12,True
lambda_training,2026Q3,2024Q3,gbv2_available_date,2024-05-08,2026-06-12,True
lambda_training,2026Q3,2025Q3,revenue_available_date,2025-11-06,2026-06-12,True
lambda_training,2026Q3,2025Q3,gbv1_available_date,2025-08-06,2026-06-12,True
lambda_training,2026Q3,2025Q3,gbv2_available_date,2025-05-01,2026-06-12,True
lambda_training,2026Q4,2021Q4,revenue_available_date,2022-02-15,2026-09-11,True
lambda_training,2026Q4,2021Q4,gbv1_available_date,2021-11-04,2026-09-11,True
lambda_training,2026Q4,2021Q4,gbv2_available_date,2021-08-12,2026-09-11,True
lambda_training,2026Q4,2022Q4,revenue_available_date,2023-02-14,2026-09-11,True
lambda_training,2026Q4,2022Q4,gbv1_available_date,2022-11-01,2026-09-11,True
lambda_training,2026Q4,2022Q4,gbv2_available_date,2022-08-02,2026-09-11,True
lambda_training,2026Q4,2023Q4,revenue_available_date,2024-02-13,2026-09-11,True
lambda_training,2026Q4,2023Q4,gbv1_available_date,2023-11-01,2026-09-11,True
lambda_training,2026Q4,2023Q4,gbv2_available_date,2023-08-03,2026-09-11,True
lambda_training,2026Q4,2024Q4,revenue_available_date,2025-02-13,2026-09-11,True
lambda_training,2026Q4,2024Q4,gbv1_available_date,2024-11-07,2026-09-11,True
lambda_training,2026Q4,2024Q4,gbv2_available_date,2024-08-06,2026-09-11,True
lambda_training,2026Q4,2025Q4,revenue_available_date,2026-02-12,2026-09-11,True
lambda_training,2026Q4,2025Q4,gbv1_available_date,2025-11-06,2026-09-11,True
lambda_training,2026Q4,2025Q4,gbv2_available_date,2025-08-06,2026-09-11,True
calibration_inputs,2023Q1,2022Q4,target_guide_available_date,2022-11-01,2022-12-14,True
calibration_inputs,2023Q2,2023Q1,target_guide_available_date,2023-02-14,2023-03-14,True
calibration_inputs,2023Q2,2022Q4,target_guide_available_date,2022-11-01,2023-03-14,True
calibration_inputs,2023Q2,2023Q1,target_guide_available_date,2023-02-14,2023-03-14,True
calibration_inputs,2023Q3,2023Q1,target_guide_available_date,2023-02-14,2023-06-13,True
calibration_inputs,2023Q3,2023Q2,target_guide_available_date,2023-05-09,2023-06-13,True
calibration_inputs,2023Q3,2022Q4,target_guide_available_date,2022-11-01,2023-06-13,True
calibration_inputs,2023Q3,2023Q1,target_guide_available_date,2023-02-14,2023-06-13,True
calibration_inputs,2023Q3,2023Q2,target_guide_available_date,2023-05-09,2023-06-13,True
calibration_inputs,2023Q4,2023Q2,target_guide_available_date,2023-05-09,2023-09-13,True
calibration_inputs,2023Q4,2023Q1,target_guide_available_date,2023-02-14,2023-09-13,True
calibration_inputs,2023Q4,2023Q2,target_guide_available_date,2023-05-09,2023-09-13,True
calibration_inputs,2023Q4,2023Q3,target_guide_available_date,2023-08-03,2023-09-13,True
calibration_inputs,2023Q4,2022Q4,target_guide_available_date,2022-11-01,2023-09-13,True
calibration_inputs,2023Q4,2023Q1,target_guide_available_date,2023-02-14,2023-09-13,True
calibration_inputs,2023Q4,2023Q2,target_guide_available_date,2023-05-09,2023-09-13,True
calibration_inputs,2023Q4,2023Q3,target_guide_available_date,2023-08-03,2023-09-13,True
calibration_inputs,2024Q1,2023Q2,target_guide_available_date,2023-05-09,2023-12-14,True
calibration_inputs,2024Q1,2023Q4,target_guide_available_date,2023-11-01,2023-12-14,True
calibration_inputs,2024Q1,2023Q1,target_guide_available_date,2023-02-14,2023-12-14,True
calibration_inputs,2024Q1,2023Q2,target_guide_available_date,2023-05-09,2023-12-14,True
calibration_inputs,2024Q1,2023Q3,target_guide_available_date,2023-08-03,2023-12-14,True
calibration_inputs,2024Q1,2023Q4,target_guide_available_date,2023-11-01,2023-12-14,True
calibration_inputs,2024Q1,2022Q4,target_guide_available_date,2022-11-01,2023-12-14,True
calibration_inputs,2024Q1,2023Q1,target_guide_available_date,2023-02-14,2023-12-14,True
calibration_inputs,2024Q1,2023Q2,target_guide_available_date,2023-05-09,2023-12-14,True
calibration_inputs,2024Q1,2023Q3,target_guide_available_date,2023-08-03,2023-12-14,True
calibration_inputs,2024Q1,2023Q4,target_guide_available_date,2023-11-01,2023-12-14,True
calibration_inputs,2024Q2,2023Q2,target_guide_available_date,2023-05-09,2024-03-14,True
calibration_inputs,2024Q2,2023Q4,target_guide_available_date,2023-11-01,2024-03-14,True
calibration_inputs,2024Q2,2024Q1,target_guide_available_date,2024-02-13,2024-03-14,True
calibration_inputs,2024Q2,2023Q1,target_guide_available_date,2023-02-14,2024-03-14,True
calibration_inputs,2024Q2,2023Q2,target_guide_available_date,2023-05-09,2024-03-14,True
calibration_inputs,2024Q2,2023Q3,target_guide_available_date,2023-08-03,2024-03-14,True
calibration_inputs,2024Q2,2023Q4,target_guide_available_date,2023-11-01,2024-03-14,True
calibration_inputs,2024Q2,2024Q1,target_guide_available_date,2024-02-13,2024-03-14,True
calibration_inputs,2024Q2,2022Q4,target_guide_available_date,2022-11-01,2024-03-14,True
calibration_inputs,2024Q2,2023Q1,target_guide_available_date,2023-02-14,2024-03-14,True
calibration_inputs,2024Q2,2023Q2,target_guide_available_date,2023-05-09,2024-03-14,True
calibration_inputs,2024Q2,2023Q3,target_guide_available_date,2023-08-03,2024-03-14,True
calibration_inputs,2024Q2,2023Q4,target_guide_available_date,2023-11-01,2024-03-14,True
calibration_inputs,2024Q2,2024Q1,target_guide_available_date,2024-02-13,2024-03-14,True
calibration_inputs,2024Q3,2023Q2,target_guide_available_date,2023-05-09,2024-06-13,True
calibration_inputs,2024Q3,2023Q4,target_guide_available_date,2023-11-01,2024-06-13,True
calibration_inputs,2024Q3,2024Q1,target_guide_available_date,2024-02-13,2024-06-13,True
calibration_inputs,2024Q3,2024Q2,target_guide_available_date,2024-05-08,2024-06-13,True
calibration_inputs,2024Q3,2023Q1,target_guide_available_date,2023-02-14,2024-06-13,True
calibration_inputs,2024Q3,2023Q2,target_guide_available_date,2023-05-09,2024-06-13,True
calibration_inputs,2024Q3,2023Q3,target_guide_available_date,2023-08-03,2024-06-13,True
calibration_inputs,2024Q3,2023Q4,target_guide_available_date,2023-11-01,2024-06-13,True
calibration_inputs,2024Q3,2024Q1,target_guide_available_date,2024-02-13,2024-06-13,True
calibration_inputs,2024Q3,2024Q2,target_guide_available_date,2024-05-08,2024-06-13,True
calibration_inputs,2024Q3,2022Q4,target_guide_available_date,2022-11-01,2024-06-13,True
calibration_inputs,2024Q3,2023Q1,target_guide_available_date,2023-02-14,2024-06-13,True
calibration_inputs,2024Q3,2023Q2,target_guide_available_date,2023-05-09,2024-06-13,True
calibration_inputs,2024Q3,2023Q3,target_guide_available_date,2023-08-03,2024-06-13,True
calibration_inputs,2024Q3,2023Q4,target_guide_available_date,2023-11-01,2024-06-13,True
calibration_inputs,2024Q3,2024Q1,target_guide_available_date,2024-02-13,2024-06-13,True
calibration_inputs,2024Q3,2024Q2,target_guide_available_date,2024-05-08,2024-06-13,True
calibration_inputs,2024Q4,2023Q2,target_guide_available_date,2023-05-09,2024-09-13,True
calibration_inputs,2024Q4,2023Q4,target_guide_available_date,2023-11-01,2024-09-13,True
calibration_inputs,2024Q4,2024Q1,target_guide_available_date,2024-02-13,2024-09-13,True
calibration_inputs,2024Q4,2024Q2,target_guide_available_date,2024-05-08,2024-09-13,True
calibration_inputs,2024Q4,2024Q3,target_guide_available_date,2024-08-06,2024-09-13,True
calibration_inputs,2024Q4,2023Q1,target_guide_available_date,2023-02-14,2024-09-13,True
calibration_inputs,2024Q4,2023Q2,target_guide_available_date,2023-05-09,2024-09-13,True
calibration_inputs,2024Q4,2023Q3,target_guide_available_date,2023-08-03,2024-09-13,True
calibration_inputs,2024Q4,2023Q4,target_guide_available_date,2023-11-01,2024-09-13,True
calibration_inputs,2024Q4,2024Q1,target_guide_available_date,2024-02-13,2024-09-13,True
calibration_inputs,2024Q4,2024Q2,target_guide_available_date,2024-05-08,2024-09-13,True
calibration_inputs,2024Q4,2024Q3,target_guide_available_date,2024-08-06,2024-09-13,True
calibration_inputs,2024Q4,2022Q4,target_guide_available_date,2022-11-01,2024-09-13,True
calibration_inputs,2024Q4,2023Q1,target_guide_available_date,2023-02-14,2024-09-13,True
calibration_inputs,2024Q4,2023Q2,target_guide_available_date,2023-05-09,2024-09-13,True
calibration_inputs,2024Q4,2023Q3,target_guide_available_date,2023-08-03,2024-09-13,True
calibration_inputs,2024Q4,2023Q4,target_guide_available_date,2023-11-01,2024-09-13,True
calibration_inputs,2024Q4,2024Q1,target_guide_available_date,2024-02-13,2024-09-13,True
calibration_inputs,2024Q4,2024Q2,target_guide_available_date,2024-05-08,2024-09-13,True
calibration_inputs,2024Q4,2024Q3,target_guide_available_date,2024-08-06,2024-09-13,True
calibration_inputs,2025Q1,2023Q2,target_guide_available_date,2023-05-09,2024-12-13,True
calibration_inputs,2025Q1,2023Q4,target_guide_available_date,2023-11-01,2024-12-13,True
calibration_inputs,2025Q1,2024Q1,target_guide_available_date,2024-02-13,2024-12-13,True
calibration_inputs,2025Q1,2024Q2,target_guide_available_date,2024-05-08,2024-12-13,True
calibration_inputs,2025Q1,2024Q3,target_guide_available_date,2024-08-06,2024-12-13,True
calibration_inputs,2025Q1,2024Q4,target_guide_available_date,2024-11-07,2024-12-13,True
calibration_inputs,2025Q1,2023Q1,target_guide_available_date,2023-02-14,2024-12-13,True
calibration_inputs,2025Q1,2023Q2,target_guide_available_date,2023-05-09,2024-12-13,True
calibration_inputs,2025Q1,2023Q3,target_guide_available_date,2023-08-03,2024-12-13,True
calibration_inputs,2025Q1,2023Q4,target_guide_available_date,2023-11-01,2024-12-13,True
calibration_inputs,2025Q1,2024Q1,target_guide_available_date,2024-02-13,2024-12-13,True
calibration_inputs,2025Q1,2024Q2,target_guide_available_date,2024-05-08,2024-12-13,True
calibration_inputs,2025Q1,2024Q3,target_guide_available_date,2024-08-06,2024-12-13,True
calibration_inputs,2025Q1,2024Q4,target_guide_available_date,2024-11-07,2024-12-13,True
calibration_inputs,2025Q1,2023Q1,target_guide_available_date,2023-02-14,2024-12-13,True
calibration_inputs,2025Q1,2023Q2,target_guide_available_date,2023-05-09,2024-12-13,True
calibration_inputs,2025Q1,2023Q3,target_guide_available_date,2023-08-03,2024-12-13,True
calibration_inputs,2025Q1,2023Q4,target_guide_available_date,2023-11-01,2024-12-13,True
calibration_inputs,2025Q1,2024Q1,target_guide_available_date,2024-02-13,2024-12-13,True
calibration_inputs,2025Q1,2024Q2,target_guide_available_date,2024-05-08,2024-12-13,True
calibration_inputs,2025Q1,2024Q3,target_guide_available_date,2024-08-06,2024-12-13,True
calibration_inputs,2025Q1,2024Q4,target_guide_available_date,2024-11-07,2024-12-13,True
calibration_inputs,2025Q2,2023Q2,target_guide_available_date,2023-05-09,2025-03-14,True
calibration_inputs,2025Q2,2023Q4,target_guide_available_date,2023-11-01,2025-03-14,True
calibration_inputs,2025Q2,2024Q1,target_guide_available_date,2024-02-13,2025-03-14,True
calibration_inputs,2025Q2,2024Q2,target_guide_available_date,2024-05-08,2025-03-14,True
calibration_inputs,2025Q2,2024Q3,target_guide_available_date,2024-08-06,2025-03-14,True
calibration_inputs,2025Q2,2024Q4,target_guide_available_date,2024-11-07,2025-03-14,True
calibration_inputs,2025Q2,2025Q1,target_guide_available_date,2025-02-13,2025-03-14,True
calibration_inputs,2025Q2,2023Q2,target_guide_available_date,2023-05-09,2025-03-14,True
calibration_inputs,2025Q2,2023Q3,target_guide_available_date,2023-08-03,2025-03-14,True
calibration_inputs,2025Q2,2023Q4,target_guide_available_date,2023-11-01,2025-03-14,True
calibration_inputs,2025Q2,2024Q1,target_guide_available_date,2024-02-13,2025-03-14,True
calibration_inputs,2025Q2,2024Q2,target_guide_available_date,2024-05-08,2025-03-14,True
calibration_inputs,2025Q2,2024Q3,target_guide_available_date,2024-08-06,2025-03-14,True
calibration_inputs,2025Q2,2024Q4,target_guide_available_date,2024-11-07,2025-03-14,True
